Timestamp,CurMajor,Classification,PoliticalLean,SocialLean,EconomicLean,WaPoCredible,WaPoWhole,FoxCredible,FoxWhole,NewsSource,WaPoRate1,WaPoCheckOther1,WaPoAskOthers1,WaPoSocialMed1,WaPoSearchOnline1,WaPoOtherSource1,WaPoRate2,WaPoCheckOther2,WaPoAskOthers2,WaPoSocialMed2,WaPoSearchOnline2,WaPoOtherSource2,FoxRate1,FoxCheckOther1,FoxAskOthers1,FoxSocialMedia1,FoxSearchOnline1,FoxOtherSource1,FoxRate2,FoxCheckOther2,FoxAskOthers2,FoxSocialMedia2,FoxSearchOnline2,FoxOtherSource2
3/30/2021 0:16,Management,Senior,Very Conservative,Very Conservative,Very Conservative,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Social Media,Mostly False,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Mostly False,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely
3/31/2021 12:15,public relations,Junior,Somewhat Liberal,Very Liberal,Somewhat Liberal,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Online Publications,TRUE,Somewhat Likely,Very Likely,Very Likely,Very Likely,Very Likely,FALSE,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,TRUE,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Mostly True,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely
3/31/2021 12:17,Multimedia Journalism,Senior,Somewhat Liberal,Independent,Independent,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Online Publications,Mostly False,Very Likely,Somewhat Unlikely,Very Likely,Somewhat Unlikely,Somewhat Likely,Mostly False,Very Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Very Likely,Mostly True,Very Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Very Likely,Mostly True,Very Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Very Likely
3/31/2021 12:22,Integrated Marketing Communication,Senior,Somewhat Liberal,Somewhat Liberal,Independent,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Online Publications,Mostly True,Somewhat Likely,Very Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Likely,FALSE,Somewhat Likely,Very Unlikely,Somewhat Likely,Somewhat Unlikely,Very Likely,Mostly True,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Very Likely,TRUE,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Somewhat Likely
4/1/2021 10:19,Public Relations,Junior,Independent,Somewhat Liberal,Somewhat Liberal,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Social Media,Mostly True,Very Likely,Somewhat Unlikely,Very Likely,Very Likely,Very Likely,Mostly False,Very Likely,Somewhat Unlikely,Somewhat Likely,Very Likely,Very Likely,Mostly True,Very Likely,Somewhat Unlikely,Somewhat Likely,Very Likely,Very Likely,TRUE,Very Likely,Very Unlikely,Somewhat Likely,Somewhat Likely,Somewhat Likely
4/1/2021 19:50,Political Science,Graduate,Very Liberal,Very Liberal,Somewhat Liberal,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Online Publications,Mostly True,Very Likely,Very Likely,Very Unlikely,Very Likely,Very Likely,Mostly False,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Mostly True,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Mostly False,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely
4/1/2021 20:17,Computer Science,Senior,Somewhat Conservative,Somewhat Liberal,Very Conservative,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Online Publications,FALSE,Very Likely,Very Likely,Somewhat Likely,Very Likely,Very Likely,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Likely,Mostly True,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Very Likely,Very Likely
4/1/2021 20:36,Child Life,Senior,Very Conservative,Very Conservative,Very Conservative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Other,FALSE,Somewhat Likely,Somewhat Likely,Very Unlikely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Likely,Somewhat Likely,Very Unlikely,Somewhat Likely,Very Likely,TRUE,Very Unlikely,Very Likely,Very Unlikely,Very Unlikely,Very Unlikely,Mostly False,Very Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely
4/1/2021 20:58,Child Life,Graduate,Somewhat Conservative,Somewhat Conservative,Somewhat Conservative,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Other,Mostly True,Somewhat Likely,Very Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely
4/1/2021 21:02,Psychology,Senior,Independent,Independent,Somewhat Conservative,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Online Publications,Mostly True,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Mostly True,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Mostly True,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,FALSE,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely
4/4/2021 16:27,business management,Senior,Independent,Somewhat Liberal,Somewhat Conservative,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Social Media,Mostly True,Somewhat Likely,Somewhat Unlikely,Very Unlikely,Somewhat Likely,Somewhat Likely,Mostly False,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Mostly True,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Mostly False,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely
4/4/2021 16:37,English,Senior,Somewhat Conservative,Very Conservative,Very Conservative,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Newspapers,FALSE,Very Likely,Very Likely,Somewhat Likely,Very Likely,Very Likely,TRUE,Very Likely,Very Likely,Somewhat Likely,Very Likely,Very Likely,TRUE,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,FALSE,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely
4/4/2021 16:43,Nursing,Senior,Somewhat Conservative,Somewhat Liberal,Somewhat Conservative,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Social Media,Mostly True,Somewhat Likely,Somewhat Likely,Very Likely,Somewhat Likely,Somewhat Unlikely,Mostly False,Somewhat Likely,Very Likely,Very Likely,Somewhat Likely,Somewhat Unlikely,Mostly True,Somewhat Likely,Very Likely,Very Likely,Somewhat Likely,Somewhat Unlikely,Mostly False,Very Likely,Very Likely,Very Likely,Very Likely,Somewhat Likely
4/4/2021 16:52,Psychology,Senior,Somewhat Conservative,Somewhat Conservative,Very Conservative,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Other,Mostly False,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,TRUE,Very Unlikely,Somewhat Likely,Very Unlikely,Very Unlikely,Very Unlikely,TRUE,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,FALSE,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely
4/4/2021 17:01,CSD,Senior,Very Conservative,Very Conservative,Very Conservative,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Other,FALSE,Very Unlikely,Very Unlikely,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Mostly True,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,TRUE,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Mostly False,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely
4/4/2021 18:02,Social Science (Licensure),Senior,Somewhat Conservative,Independent,Somewhat Conservative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Social Media,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Mostly False,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely
4/4/2021 19:13,CSD,Senior,Somewhat Conservative,Somewhat Liberal,Somewhat Conservative,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Social Media,Mostly False,Somewhat Unlikely,Very Likely,Very Likely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,TRUE,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Mostly False,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely
4/5/2021 1:14,Kinesiology,Senior,Very Conservative,Very Conservative,Very Conservative,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Online Publications,Mostly True,Somewhat Unlikely,Very Likely,Somewhat Unlikely,Somewhat Likely,Very Likely,Mostly True,Somewhat Likely,Very Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,TRUE,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Mostly False,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely
4/5/2021 13:54,IMC,Senior,Independent,Independent,Somewhat Conservative,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Online Publications,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Mostly True,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely
4/5/2021 14:04,communications,Freshman,Somewhat Liberal,Somewhat Liberal,Somewhat Liberal,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Online Publications,Mostly True,Very Likely,Somewhat Likely,Somewhat Likely,Very Likely,Very Likely,Mostly False,Very Likely,Somewhat Likely,Very Likely,Very Likely,Very Likely,Mostly False,Very Likely,Somewhat Likely,Very Likely,Very Likely,Very Likely,Mostly False,Very Likely,Somewhat Likely,Very Likely,Very Likely,Very Likely
4/5/2021 14:14,IMC,Senior,Very Liberal,Very Liberal,Somewhat Conservative,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Social Media,TRUE,Somewhat Likely,Somewhat Likely,Somewhat Likely,Very Unlikely,Somewhat Unlikely,FALSE,Very Likely,Very Likely,Very Likely,Very Unlikely,Very Unlikely,FALSE,Somewhat Likely,Somewhat Likely,Very Likely,Somewhat Likely,Somewhat Likely,TRUE,Somewhat Likely,Somewhat Likely,Somewhat Likely,Very Unlikely,Somewhat Likely
4/5/2021 14:18,Journalism,Senior,Very Liberal,Very Liberal,Very Liberal,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Online Publications,Mostly True,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Mostly True,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Mostly True,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Mostly True,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely
4/5/2021 14:21,Media Production,Junior,Very Conservative,Very Conservative,Very Conservative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Other,FALSE,Very Unlikely,Very Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,TRUE,Somewhat Likely,Very Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,FALSE,Very Unlikely,Very Likely,Very Unlikely,Very Unlikely,Very Unlikely,FALSE,Somewhat Unlikely,Very Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely
4/5/2021 14:21,Public Relations,Junior,Somewhat Liberal,Very Liberal,Independent,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Online Publications,Mostly True,Very Likely,Somewhat Likely,Somewhat Unlikely,Very Likely,Very Likely,Mostly False,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Very Likely,Very Likely,Mostly True,Very Likely,Very Likely,Somewhat Unlikely,Very Likely,Very Likely,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Very Likely,Very Likely
4/5/2021 14:22,Media Production,Sophomore,Somewhat Liberal,Independent,Somewhat Liberal,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Social Media,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Mostly False,Somewhat Likely,Somewhat Likely,Somewhat Likely,Very Likely,Somewhat Likely,Mostly True,Somewhat Likely,Very Likely,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Mostly False,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely
4/5/2021 14:25,Public Relations,Senior,Very Conservative,Very Conservative,Very Conservative,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Social Media,Mostly True,Very Likely,Very Likely,Very Likely,Somewhat Unlikely,Very Likely,TRUE,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,TRUE,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Likely,Mostly True,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Likely
4/5/2021 14:32,IMC,Senior,Very Conservative,Very Conservative,Very Conservative,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Online Publications,FALSE,Somewhat Likely,Very Likely,Very Unlikely,Somewhat Unlikely,Somewhat Unlikely,TRUE,Somewhat Likely,Somewhat Likely,Very Unlikely,Somewhat Unlikely,Somewhat Unlikely,TRUE,Somewhat Likely,Somewhat Likely,Very Unlikely,Somewhat Likely,Somewhat Likely,FALSE,Very Likely,Very Likely,Somewhat Unlikely,Very Likely,Very Likely
4/5/2021 14:44,IMC,Sophomore,Somewhat Conservative,Somewhat Conservative,Somewhat Conservative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Online Publications,Mostly False,Somewhat Likely,Somewhat Likely,Somewhat Likely,Very Likely,Very Likely,Mostly True,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Mostly False,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely
4/5/2021 15:24,Integrated Marketing Communication,Sophomore,Very Conservative,Somewhat Conservative,Somewhat Conservative,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Online Publications,Mostly False,Somewhat Likely,Very Likely,Very Unlikely,Somewhat Unlikely,Somewhat Unlikely,Mostly True,Somewhat Likely,Very Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Mostly False,Somewhat Unlikely,Very Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Mostly False,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely
4/5/2021 15:27,IMC,Sophomore,Independent,Independent,Somewhat Conservative,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Other,Mostly False,Very Unlikely,Very Likely,Very Unlikely,Somewhat Unlikely,Somewhat Likely,Mostly True,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,FALSE,Very Unlikely,Somewhat Likely,Very Unlikely,Somewhat Likely,Somewhat Likely
4/5/2021 15:34,IMC,Sophomore,Somewhat Liberal,Somewhat Liberal,Somewhat Conservative,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Online Publications,Mostly True,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Very Likely,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Very Likely,Mostly True,Somewhat Likely,Very Unlikely,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Mostly True,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely
4/5/2021 16:13,IMC,Sophomore,Somewhat Conservative,Somewhat Liberal,Somewhat Conservative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Online Publications,Mostly True,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Mostly True,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Mostly True,Somewhat Likely,Very Likely,Somewhat Likely,Somewhat Likely,Very Unlikely,Mostly False,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely
4/5/2021 17:19,IMC,Junior,Very Conservative,Very Conservative,Very Conservative,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Online Publications,Mostly False,Very Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Very Likely,Mostly False,Very Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Very Likely,TRUE,Very Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Mostly True,Very Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely
4/5/2021 18:08,Film,Freshman,Somewhat Conservative,Somewhat Conservative,Somewhat Conservative,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Other,Mostly False,Very Likely,Somewhat Likely,Very Unlikely,Very Unlikely,Very Unlikely,TRUE,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Mostly False,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Mostly False,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely
4/5/2021 19:12,Multimedia Journalism,Freshman,Very Conservative,Very Conservative,Very Conservative,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Other,Mostly True,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Mostly True,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Mostly True,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Mostly True,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely
4/5/2021 21:29,IMC,Sophomore,Independent,Independent,Independent,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Online Publications,Mostly False,Very Likely,Somewhat Unlikely,Somewhat Likely,Very Likely,Somewhat Unlikely,Mostly True,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Mostly False,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Mostly False,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely
4/6/2021 11:30,IMC,Sophomore,Somewhat Conservative,Somewhat Conservative,Very Conservative,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Social Media,Mostly True,Somewhat Likely,Somewhat Likely,Very Likely,Somewhat Likely,Somewhat Unlikely,Mostly True,Somewhat Likely,Very Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely
4/6/2021 11:43,Broadcast-Journalism,Senior,Somewhat Conservative,Somewhat Conservative,Somewhat Conservative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Social Media,FALSE,Somewhat Unlikely,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Mostly False,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Mostly True,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Likely
4/8/2021 12:42,Electronic media production,Junior,Somewhat Conservative,Independent,Independent,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Social Media,Mostly False,Somewhat Likely,Somewhat Likely,Very Likely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely
4/12/2021 15:44,IMC,Junior,Somewhat Conservative,Very Conservative,Somewhat Conservative,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Online Publications,Mostly False,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Very Likely,Mostly False,Very Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Mostly False,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Mostly False,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely
4/12/2021 21:35,Media Production,Junior,Somewhat Conservative,Somewhat Conservative,Very Conservative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Other,Mostly True,Somewhat Likely,Very Likely,Very Likely,Somewhat Likely,Very Unlikely,Mostly True,Somewhat Unlikely,Very Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Mostly True,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Mostly True,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely
